CIN,Company_Name,Company_Class,Date_of_Incorporation,Authorized_Capital,Paidup_Capital,Company_Status,NIC_Code,Registered_Address,RoC,State
UDI00091LQ506881,TAM-Retail-91 Pvt Ltd,Public,2022-02-19,10000000.0,5000000.0,Dormant,64,"162, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00094LQ962057,TAM-Info-94 Pvt Ltd,Public,2014-10-03,500000.0,400000.0,Amalgamated,64,"8, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00121LQ960307,TAM-Consult-121 Pvt Ltd,Private (Ltd by shares),2020-03-08,10000000.0,8000000.0,Dormant,72,"47, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00142LQ881782,TAM-Foods-142 Pvt Ltd,Public,2005-02-25,500000.0,400000.0,Active,72,"149, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00162LQ503472,TAM-Foods-162 Pvt Ltd,Private (Ltd by shares),2022-12-02,100000.0,80000.0,Dormant,11,"117, Tamil Nadu",RoC-Chennai,Tamil Nadu
UEJ00024MR715429,KAR-Fin-24 Pvt Ltd,Public,2024-11-13,500000.0,400000.0,Strike Off,96,"116, Karnataka",RoC-Bangalore,Karnataka
UEJ00028MR232552,KAR-Agro-28 Pvt Ltd,Private,2014-04-08,5000000.0,4000000.0,Dormant,86,"135, Karnataka",RoC-Bangalore,Karnataka
UEJ00045MR477934,KAR-Tech-45 Pvt Ltd,Private,2022-09-04,500000.0,400000.0,Active,47,"171, Karnataka",RoC-Bangalore,Karnataka
UEJ00050MR859587,KAR-Agro-50 Pvt Ltd,Private,2016-08-24,200000.0,100000.0,Amalgamated,63,"65, Karnataka",RoC-Bangalore,Karnataka
UEJ00082MR114400,KAR-Foods-82 Pvt Ltd,Private,2007-02-24,100000.0,50000.0,Active,62,"178, Karnataka",RoC-Bangalore,Karnataka
UEJ00090MR625600,KAR-Foods-90 Pvt Ltd,Private (Ltd by shares),2016-11-12,500000.0,500000.0,Active,47,"16, Karnataka",RoC-Bangalore,Karnataka
UEJ00123MR935434,KAR-Tech-123 Pvt Ltd,Private,2014-04-01,100000.0,50000.0,Dormant,86,"189, Karnataka",RoC-Bangalore,Karnataka
UEJ00130MR493468,KAR-Info-130 Pvt Ltd,Private,2015-06-03,200000.0,160000.0,Strike Off,63,"137, Karnataka",RoC-Bangalore,Karnataka
UEJ00154MR818596,KAR-Consult-154 Pvt Ltd,Public,2011-06-15,200000.0,100000.0,Active,96,"77, Karnataka",RoC-Bangalore,Karnataka
UAF00001IN246316,MAH-Info-1 Pvt Ltd,Private (Ltd by shares),2025-02-01,5000000.0,4000000.0,Active,47,"27, Maharashtra",RoC-Mumbai,Maharashtra
UAF00002IN329258,MAH-Agro-2 Pvt Ltd,Private (Ltd by shares),2022-02-19,1000000.0,500000.0,Active,11,"130, Maharashtra",RoC-Mumbai,Maharashtra
UAF00003IN571029,MAH-Fin-3 Pvt Ltd,Private,2005-09-07,7500000.0,5000000.0,Amalgamated,47,"72, Maharashtra",RoC-Mumbai,Maharashtra
UAF00004IN900581,MAH-Foods-4 Pvt Ltd,Private,2010-12-14,500000.0,400000.0,Active,47,"27, Maharashtra",RoC-Mumbai,Maharashtra
UAF00005IN865179,MAH-Retail-5 Pvt Ltd,Private,2017-02-12,10000000.0,8000000.0,Active,10,"138, Maharashtra",RoC-Mumbai,Maharashtra
UAF00006IN301629,MAH-Info-6 Pvt Ltd,Private,2017-02-18,500000.0,500000.0,Strike Off,72,"18, Maharashtra",RoC-Mumbai,Maharashtra
UAF00007IN391476,MAH-Retail-7 Pvt Ltd,Public,2012-05-03,10000000.0,5000000.0,Active,64,"163, Maharashtra",RoC-Mumbai,Maharashtra
UAF00009IN497887,MAH-Foods-9 Pvt Ltd,Private (Ltd by shares),2025-03-18,5000000.0,2500000.0,Active,70,"164, Maharashtra",RoC-Mumbai,Maharashtra
UAF00010IN944151,MAH-Foods-10 Pvt Ltd,Public,2022-04-22,500000.0,250000.0,Dormant,10,"103, Maharashtra",RoC-Mumbai,Maharashtra
UAF00011IN623481,MAH-Retail-11 Pvt Ltd,Public,2007-04-19,5000000.0,4000000.0,Active,86,"165, Maharashtra",RoC-Mumbai,Maharashtra
UAF00012IN712982,MAH-Retail-12 Pvt Ltd,Public,2009-05-05,240000.0,200000.0,Active,96,"150, Maharashtra",RoC-Mumbai,Maharashtra
UAF00014IN363626,MAH-Fin-14 Pvt Ltd,Private (Ltd by shares),2018-10-03,1000000.0,800000.0,Dormant,71,"3, Maharashtra",RoC-Mumbai,Maharashtra
UAF00015IN407757,MAH-Retail-15 Pvt Ltd,Public,2008-11-18,15000000.0,8000000.0,Strike Off,11,"41, Maharashtra",RoC-Mumbai,Maharashtra
UAF00017IN665579,MAH-Consult-17 Pvt Ltd,Private,2025-09-20,200000.0,100000.0,Strike Off,46,"136, Maharashtra",RoC-Mumbai,Maharashtra
UAF00018IN351083,MAH-Tech-18 Pvt Ltd,Private (Ltd by shares),2024-06-16,100000.0,50000.0,Strike Off,62,"62, Maharashtra",RoC-Mumbai,Maharashtra
UAF00019IN791798,MAH-Retail-19 Pvt Ltd,Private,2007-02-24,1000000.0,500000.0,Active,46,"141, Maharashtra",RoC-Mumbai,Maharashtra
UAF00020IN891952,MAH-Info-20 Pvt Ltd,Private,2013-09-28,2000000.0,1600000.0,Active,71,"177, Maharashtra",RoC-Mumbai,Maharashtra
UAF00021IN573417,MAH-Tech-21 Pvt Ltd,Private,2014-07-22,5000000.0,4000000.0,Dormant,71,"64, Maharashtra",RoC-Mumbai,Maharashtra
UAF00022IN330914,MAH-Tech-22 Pvt Ltd,Private (Ltd by shares),2007-06-01,2000000.0,2000000.0,Active,72,"19, Maharashtra",RoC-Mumbai,Maharashtra
UAF00023IN639131,MAH-Agro-23 Pvt Ltd,Private (Ltd by shares),2025-01-08,100000.0,50000.0,Strike Off,11,"72, Maharashtra",RoC-Mumbai,Maharashtra
UAF00024IN922733,MAH-Retail-24 Pvt Ltd,Private,2020-04-18,240000.0,200000.0,Dormant,47,"105, Maharashtra",RoC-Mumbai,Maharashtra
UAF00025IN589710,MAH-Consult-25 Pvt Ltd,Private,2008-02-22,1500000.0,800000.0,Amalgamated,64,"187, Maharashtra",RoC-Mumbai,Maharashtra
UAF00026IN360735,MAH-Agro-26 Pvt Ltd,Private (Ltd by shares),2025-11-04,100000.0,80000.0,Strike Off,11,"49, Maharashtra",RoC-Mumbai,Maharashtra
UAF00027IN179046,MAH-Retail-27 Pvt Ltd,Private,2019-03-14,160000.0,160000.0,Dormant,47,"141, Maharashtra",RoC-Mumbai,Maharashtra
UAF00029IN378085,MAH-Consult-29 Pvt Ltd,Public,2011-07-02,200000.0,160000.0,Dormant,64,"117, Maharashtra",RoC-Mumbai,Maharashtra
UAF00030IN299122,MAH-Foods-30 Pvt Ltd,Private,2018-12-24,10000000.0,10000000.0,Dormant,46,"56, Maharashtra",RoC-Mumbai,Maharashtra
UAF00031IN152578,MAH-Fin-31 Pvt Ltd,Private (Ltd by shares),2023-12-18,100000.0,100000.0,Strike Off,10,"123, Maharashtra",RoC-Mumbai,Maharashtra
UAF00032IN723939,MAH-Tech-32 Pvt Ltd,Private,2021-03-02,2000000.0,1000000.0,Active,11,"173, Maharashtra",RoC-Mumbai,Maharashtra
UAF00033IN185965,MAH-Retail-33 Pvt Ltd,Private (Ltd by shares),2017-02-19,200000.0,200000.0,Active,72,"169, Maharashtra",RoC-Mumbai,Maharashtra
UAF00035IN751332,MAH-Fin-35 Pvt Ltd,Private,2025-05-15,500000.0,250000.0,Active,70,"26, Maharashtra",RoC-Mumbai,Maharashtra
UAF00037IN956795,MAH-Fin-37 Pvt Ltd,Private (Ltd by shares),2019-09-23,500000.0,500000.0,Active,86,"77, Maharashtra",RoC-Mumbai,Maharashtra
UAF00038IN395442,MAH-Fin-38 Pvt Ltd,Private (Ltd by shares),2008-03-09,100000.0,50000.0,Active,62,"54, Maharashtra",RoC-Mumbai,Maharashtra
UAF00039IN987204,MAH-Tech-39 Pvt Ltd,Private (Ltd by shares),2015-04-22,5000000.0,4000000.0,Dormant,62,"24, Maharashtra",RoC-Mumbai,Maharashtra
UAF00040IN374680,MAH-Agro-40 Pvt Ltd,Public,2018-05-02,100000.0,80000.0,Active,86,"190, Maharashtra",RoC-Mumbai,Maharashtra
UAF00041IN824586,MAH-Agro-41 Pvt Ltd,Private,2022-12-14,2000000.0,1000000.0,Active,11,"140, Maharashtra",RoC-Mumbai,Maharashtra
UAF00042IN423232,MAH-Foods-42 Pvt Ltd,Public,2016-10-18,200000.0,160000.0,Active,10,"11, Maharashtra",RoC-Mumbai,Maharashtra
UAF00043IN526117,MAH-Fin-43 Pvt Ltd,Private,2011-11-08,5000000.0,2500000.0,Strike Off,71,"192, Maharashtra",RoC-Mumbai,Maharashtra
UAF00044IN288073,MAH-Info-44 Pvt Ltd,Public,2012-03-26,10000000.0,5000000.0,Dormant,10,"86, Maharashtra",RoC-Mumbai,Maharashtra
UAF00045IN140605,MAH-Consult-45 Pvt Ltd,Private,2012-05-06,10000000.0,10000000.0,Active,64,"121, Maharashtra",RoC-Mumbai,Maharashtra
UAF00046IN792094,MAH-Agro-46 Pvt Ltd,Public,2011-08-12,500000.0,250000.0,Active,10,"103, Maharashtra",RoC-Mumbai,Maharashtra
UAF00047IN984642,MAH-Fin-47 Pvt Ltd,Private,2013-02-25,500000.0,400000.0,Strike Off,86,"85, Maharashtra",RoC-Mumbai,Maharashtra
UAF00048IN725550,MAH-Retail-48 Pvt Ltd,Private (Ltd by shares),2008-05-06,1600000.0,1600000.0,Active,11,"89, Maharashtra",RoC-Mumbai,Maharashtra
UAF00049IN299312,MAH-Foods-49 Pvt Ltd,Private (Ltd by shares),2015-07-20,3000000.0,1000000.0,Amalgamated,72,"12, Maharashtra",RoC-Mumbai,Maharashtra
UAF00050IN552248,MAH-Tech-50 Pvt Ltd,Public,2018-01-17,10000000.0,10000000.0,Amalgamated,63,"171, Maharashtra",RoC-Mumbai,Maharashtra
UAF00051IN424308,MAH-Info-51 Pvt Ltd,Public,2024-06-22,10000000.0,5000000.0,Active,71,"105, Maharashtra",RoC-Mumbai,Maharashtra
UAF00052IN797229,MAH-Retail-52 Pvt Ltd,Private (Ltd by shares),2017-12-10,2000000.0,1000000.0,Active,64,"174, Maharashtra",RoC-Mumbai,Maharashtra
UAF00053IN400850,MAH-Agro-53 Pvt Ltd,Private (Ltd by shares),2010-10-19,500000.0,400000.0,Active,62,"111, Maharashtra",RoC-Mumbai,Maharashtra
UAF00054IN324082,MAH-Fin-54 Pvt Ltd,Private (Ltd by shares),2024-11-11,1000000.0,800000.0,Dormant,86,"122, Maharashtra",RoC-Mumbai,Maharashtra
UAF00055IN958179,MAH-Consult-55 Pvt Ltd,Private (Ltd by shares),2010-11-03,500000.0,500000.0,Strike Off,11,"61, Maharashtra",RoC-Mumbai,Maharashtra
UAF00056IN356736,MAH-Retail-56 Pvt Ltd,Private,2014-04-26,200000.0,100000.0,Active,10,"157, Maharashtra",RoC-Mumbai,Maharashtra
UAF00057IN519066,MAH-Agro-57 Pvt Ltd,Private (Ltd by shares),2019-07-21,2000000.0,1000000.0,Amalgamated,70,"38, Maharashtra",RoC-Mumbai,Maharashtra
UAF00058IN643118,MAH-Retail-58 Pvt Ltd,Private (Ltd by shares),2005-02-25,1000000.0,500000.0,Active,96,"13, Maharashtra",RoC-Mumbai,Maharashtra
UAF00059IN742412,MAH-Consult-59 Pvt Ltd,Private (Ltd by shares),2012-02-15,200000.0,160000.0,Strike Off,70,"185, Maharashtra",RoC-Mumbai,Maharashtra
UAF00060IN371782,MAH-Consult-60 Pvt Ltd,Private (Ltd by shares),2018-09-15,200000.0,200000.0,Dormant,70,"64, Maharashtra",RoC-Mumbai,Maharashtra
UAF00061IN181247,MAH-Info-61 Pvt Ltd,Private,2013-09-16,5000000.0,2500000.0,Amalgamated,70,"74, Maharashtra",RoC-Mumbai,Maharashtra
UAF00062IN342495,MAH-Retail-62 Pvt Ltd,Private,2013-06-11,2400000.0,1000000.0,Active,46,"178, Maharashtra",RoC-Mumbai,Maharashtra
UAF00063IN165290,MAH-Agro-63 Pvt Ltd,Public,2011-02-14,1000000.0,800000.0,Dormant,64,"108, Maharashtra",RoC-Mumbai,Maharashtra
UAF00064IN106182,MAH-Foods-64 Pvt Ltd,Public,2023-12-01,10000000.0,10000000.0,Amalgamated,70,"77, Maharashtra",RoC-Mumbai,Maharashtra
UAF00065IN330080,MAH-Foods-65 Pvt Ltd,Public,2018-09-24,5000000.0,5000000.0,Active,70,"112, Maharashtra",RoC-Mumbai,Maharashtra
UAF00067IN773971,MAH-Retail-67 Pvt Ltd,Public,2024-09-01,1000000.0,1000000.0,Active,11,"35, Maharashtra",RoC-Mumbai,Maharashtra
UAF00068IN442722,MAH-Foods-68 Pvt Ltd,Public,2010-01-09,1000000.0,800000.0,Active,70,"195, Maharashtra",RoC-Mumbai,Maharashtra
UAF00070IN359295,MAH-Agro-70 Pvt Ltd,Private (Ltd by shares),2012-11-03,10000000.0,10000000.0,Active,10,"6, Maharashtra",RoC-Mumbai,Maharashtra
UAF00071IN328552,MAH-Retail-71 Pvt Ltd,Public,2009-04-05,1000000.0,1000000.0,Active,72,"180, Maharashtra",RoC-Mumbai,Maharashtra
UAF00072IN426147,MAH-Tech-72 Pvt Ltd,Private,2016-03-20,2000000.0,2000000.0,Active,46,"149, Maharashtra",RoC-Mumbai,Maharashtra
UAF00073IN720859,MAH-Info-73 Pvt Ltd,Private,2014-10-22,1000000.0,800000.0,Amalgamated,11,"161, Maharashtra",RoC-Mumbai,Maharashtra
UAF00074IN920652,MAH-Tech-74 Pvt Ltd,Private (Ltd by shares),2008-12-25,500000.0,500000.0,Strike Off,72,"89, Maharashtra",RoC-Mumbai,Maharashtra
UAF00075IN990844,MAH-Retail-75 Pvt Ltd,Private,2018-11-12,100000.0,100000.0,Strike Off,10,"126, Maharashtra",RoC-Mumbai,Maharashtra
UAF00076IN284692,MAH-Info-76 Pvt Ltd,Private (Ltd by shares),2018-06-21,10000000.0,8000000.0,Active,64,"134, Maharashtra",RoC-Mumbai,Maharashtra
UAF00077IN965845,MAH-Info-77 Pvt Ltd,Public,2013-10-26,2000000.0,1600000.0,Dormant,64,"152, Maharashtra",RoC-Mumbai,Maharashtra
UAF00078IN886931,MAH-Retail-78 Pvt Ltd,Private (Ltd by shares),2015-04-27,100000.0,80000.0,Dormant,47,"146, Maharashtra",RoC-Mumbai,Maharashtra
UAF00079IN322423,MAH-Foods-79 Pvt Ltd,Public,2017-06-01,1500000.0,800000.0,Active,70,"67, Maharashtra",RoC-Mumbai,Maharashtra
UAF00080IN300337,MAH-Tech-80 Pvt Ltd,Private (Ltd by shares),2013-10-23,600000.0,500000.0,Active,71,"62, Maharashtra",RoC-Mumbai,Maharashtra
UAF00081IN846420,MAH-Retail-81 Pvt Ltd,Private,2018-08-18,10000000.0,5000000.0,Active,86,"115, Maharashtra",RoC-Mumbai,Maharashtra
UAF00082IN796212,MAH-Fin-82 Pvt Ltd,Public,2007-05-08,1000000.0,1000000.0,Active,62,"95, Maharashtra",RoC-Mumbai,Maharashtra
UAF00083IN836996,MAH-Retail-83 Pvt Ltd,Public,2022-09-12,1000000.0,1000000.0,Active,63,"70, Maharashtra",RoC-Mumbai,Maharashtra
UAF00085IN718226,MAH-Consult-85 Pvt Ltd,Private (Ltd by shares),2010-04-07,5000000.0,4000000.0,Dormant,96,"135, Maharashtra",RoC-Mumbai,Maharashtra
