CIN,Company_Name,Company_Class,Date_of_Incorporation,Authorized_Capital,Paidup_Capital,Company_Status,NIC_Code,Registered_Address,RoC,State
UDI00074LQ890200,TAM-Fin-74 Pvt Ltd,Public,2013-03-27,100000.0,100000.0,Active,47,"9, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00075LQ778553,TAM-Fin-75 Pvt Ltd,Private,2019-02-20,10000000.0,10000000.0,Active,96,"100, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00076LQ506380,TAM-Retail-76 Pvt Ltd,Public,2021-12-10,5000000.0,5000000.0,Active,64,"176, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00077LQ918859,TAM-Consult-77 Pvt Ltd,Private,2022-01-01,5000000.0,4000000.0,Active,72,"114, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00078LQ302897,TAM-Foods-78 Pvt Ltd,Private,2025-12-23,5000000.0,4000000.0,Active,96,"115, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00079LQ142608,TAM-Retail-79 Pvt Ltd,Private (Ltd by shares),2007-03-06,5000000.0,5000000.0,Active,64,"72, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00080LQ588983,TAM-Info-80 Pvt Ltd,Private,2013-03-06,2000000.0,1600000.0,Active,63,"40, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00081LQ928278,TAM-Fin-81 Pvt Ltd,Public,2009-06-20,100000.0,100000.0,Active,70,"141, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00082LQ171488,TAM-Consult-82 Pvt Ltd,Private,2007-12-11,2000000.0,1000000.0,Active,71,"130, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00083LQ323717,TAM-Info-83 Pvt Ltd,Public,2018-09-18,1000000.0,500000.0,Strike Off,47,"85, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00084LQ963699,TAM-Consult-84 Pvt Ltd,Private,2016-05-07,10000000.0,10000000.0,Dormant,71,"167, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00085LQ815706,TAM-Foods-85 Pvt Ltd,Private,2008-11-12,1000000.0,500000.0,Active,10,"98, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00086LQ962043,TAM-Consult-86 Pvt Ltd,Private (Ltd by shares),2017-05-18,5000000.0,4000000.0,Active,71,"96, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00087LQ638857,TAM-Tech-87 Pvt Ltd,Private,2021-08-16,100000.0,80000.0,Active,63,"25, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00088LQ760093,TAM-Consult-88 Pvt Ltd,Private (Ltd by shares),2022-09-01,5000000.0,2500000.0,Active,86,"55, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00089LQ956429,TAM-Tech-89 Pvt Ltd,Private (Ltd by shares),2018-02-07,2000000.0,2000000.0,Amalgamated,86,"192, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00090LQ176806,TAM-Tech-90 Pvt Ltd,Public,2009-01-15,5000000.0,4000000.0,Active,11,"46, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00091LQ506881,TAM-Retail-91 Pvt Ltd,Public,2022-02-19,10000000.0,5000000.0,Active,64,"162, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00092LQ106185,TAM-Info-92 Pvt Ltd,Private (Ltd by shares),2018-06-01,1000000.0,1000000.0,Active,71,"185, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00093LQ627262,TAM-Tech-93 Pvt Ltd,Private (Ltd by shares),2007-12-19,100000.0,100000.0,Active,63,"75, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00094LQ962057,TAM-Info-94 Pvt Ltd,Public,2014-10-03,500000.0,400000.0,Amalgamated,64,"8, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00095LQ409307,TAM-Info-95 Pvt Ltd,Public,2010-09-08,200000.0,200000.0,Amalgamated,71,"37, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00096LQ143802,TAM-Tech-96 Pvt Ltd,Private (Ltd by shares),2025-06-01,2000000.0,2000000.0,Active,11,"147, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00097LQ877446,TAM-Info-97 Pvt Ltd,Private,2017-09-18,100000.0,80000.0,Active,96,"89, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00098LQ331512,TAM-Fin-98 Pvt Ltd,Private,2018-11-28,2000000.0,1000000.0,Active,46,"65, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00099LQ583671,TAM-Info-99 Pvt Ltd,Private,2008-03-22,10000000.0,10000000.0,Active,71,"141, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00100LQ708798,TAM-Retail-100 Pvt Ltd,Public,2014-11-03,500000.0,250000.0,Active,96,"85, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00101LQ173199,TAM-Agro-101 Pvt Ltd,Public,2009-11-21,200000.0,100000.0,Active,72,"82, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00102LQ694397,TAM-Foods-102 Pvt Ltd,Public,2019-06-20,5000000.0,4000000.0,Active,72,"81, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00103LQ980919,TAM-Foods-103 Pvt Ltd,Private (Ltd by shares),2010-01-11,200000.0,100000.0,Amalgamated,62,"35, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00104LQ678469,TAM-Tech-104 Pvt Ltd,Private (Ltd by shares),2015-08-15,1000000.0,800000.0,Active,70,"45, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00105LQ869177,TAM-Info-105 Pvt Ltd,Private (Ltd by shares),2024-02-27,500000.0,250000.0,Active,62,"20, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00106LQ707021,TAM-Retail-106 Pvt Ltd,Private (Ltd by shares),2007-01-28,2000000.0,2000000.0,Active,72,"197, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00107LQ912853,TAM-Agro-107 Pvt Ltd,Public,2011-01-18,500000.0,500000.0,Dormant,86,"94, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00108LQ625465,TAM-Fin-108 Pvt Ltd,Public,2012-10-24,10000000.0,8000000.0,Active,70,"24, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00109LQ247189,TAM-Retail-109 Pvt Ltd,Private,2016-09-01,5000000.0,2500000.0,Active,71,"41, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00110LQ142383,TAM-Agro-110 Pvt Ltd,Public,2023-10-22,10000000.0,5000000.0,Dormant,63,"195, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00111LQ316818,TAM-Fin-111 Pvt Ltd,Public,2012-02-09,500000.0,250000.0,Active,86,"93, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00112LQ837920,TAM-Fin-112 Pvt Ltd,Public,2020-08-02,100000.0,100000.0,Strike Off,11,"163, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00113LQ496905,TAM-Foods-113 Pvt Ltd,Private (Ltd by shares),2013-10-18,2000000.0,1000000.0,Amalgamated,86,"151, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00114LQ956934,TAM-Consult-114 Pvt Ltd,Public,2007-09-09,1000000.0,500000.0,Amalgamated,63,"89, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00115LQ341162,TAM-Tech-115 Pvt Ltd,Private (Ltd by shares),2020-10-01,2000000.0,1000000.0,Dormant,46,"132, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00116LQ852146,TAM-Consult-116 Pvt Ltd,Private (Ltd by shares),2013-04-05,200000.0,100000.0,Strike Off,72,"31, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00117LQ808029,TAM-Retail-117 Pvt Ltd,Private,2012-07-26,500000.0,500000.0,Active,70,"123, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00118LQ145240,TAM-Agro-118 Pvt Ltd,Private (Ltd by shares),2023-03-21,10000000.0,8000000.0,Active,47,"147, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00119LQ274421,TAM-Foods-119 Pvt Ltd,Private (Ltd by shares),2010-03-21,2000000.0,1000000.0,Active,10,"47, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00120LQ327114,TAM-Retail-120 Pvt Ltd,Public,2017-10-19,5000000.0,2500000.0,Active,11,"156, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00121LQ960307,TAM-Consult-121 Pvt Ltd,Private (Ltd by shares),2020-03-08,10000000.0,8000000.0,Active,72,"47, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00122LQ725510,TAM-Fin-122 Pvt Ltd,Private,2021-05-06,5000000.0,5000000.0,Strike Off,70,"18, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00123LQ628859,TAM-Info-123 Pvt Ltd,Private,2017-07-05,100000.0,50000.0,Active,71,"108, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00124LQ627778,TAM-Consult-124 Pvt Ltd,Private,2024-02-06,1000000.0,1000000.0,Active,71,"31, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00125LQ780768,TAM-Retail-125 Pvt Ltd,Public,2020-11-05,2000000.0,2000000.0,Active,86,"134, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00126LQ927909,TAM-Consult-126 Pvt Ltd,Public,2016-01-23,2000000.0,1600000.0,Active,70,"98, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00127LQ240386,TAM-Foods-127 Pvt Ltd,Private,2023-12-25,10000000.0,10000000.0,Active,64,"123, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00128LQ105735,TAM-Info-128 Pvt Ltd,Private,2007-05-20,2000000.0,1600000.0,Active,47,"191, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00129LQ315397,TAM-Info-129 Pvt Ltd,Public,2023-09-04,2000000.0,1000000.0,Amalgamated,86,"81, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00130LQ996508,TAM-Fin-130 Pvt Ltd,Private (Ltd by shares),2016-02-05,1000000.0,1000000.0,Active,62,"109, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00131LQ678923,TAM-Consult-131 Pvt Ltd,Public,2016-10-09,5000000.0,4000000.0,Active,64,"143, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00132LQ705711,TAM-Foods-132 Pvt Ltd,Private (Ltd by shares),2010-06-18,2000000.0,1600000.0,Active,62,"199, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00133LQ340932,TAM-Retail-133 Pvt Ltd,Private,2017-12-05,10000000.0,10000000.0,Active,96,"180, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00134LQ508004,TAM-Info-134 Pvt Ltd,Private,2008-04-17,1000000.0,800000.0,Active,46,"2, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00135LQ332542,TAM-Foods-135 Pvt Ltd,Private (Ltd by shares),2009-08-20,1000000.0,500000.0,Active,62,"21, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00136LQ726495,TAM-Tech-136 Pvt Ltd,Private,2006-12-13,1000000.0,1000000.0,Active,96,"199, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00137LQ135241,TAM-Consult-137 Pvt Ltd,Private (Ltd by shares),2025-08-15,100000.0,50000.0,Active,47,"154, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00138LQ350878,TAM-Info-138 Pvt Ltd,Private,2021-12-08,2000000.0,1000000.0,Active,63,"1, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00139LQ714549,TAM-Agro-139 Pvt Ltd,Private,2007-05-25,1000000.0,800000.0,Amalgamated,64,"133, Tamil Nadu",RoC-Chennai,Tamil Nadu
UDI00140LQ955129,TAM-Foods-140 Pvt Ltd,Private (Ltd by shares),2007-02-18,500000.0,500000.0,Strike Off,63,"58, Tamil Nadu",RoC-Chennai,Tamil Nadu
