CIN,Company_Name,Company_Class,Date_of_Incorporation,Authorized_Capital,Paidup_Capital,Company_Status,NIC_Code,Registered_Address,RoC,State
UBG00051JO349183,GUJ-Foods-51 Pvt Ltd,Private,2022-12-20,2000000.0,1600000.0,Active,62,"32, Gujarat",RoC-Ahmedabad,Gujarat
UBG00052JO216242,GUJ-Consult-52 Pvt Ltd,Private (Ltd by shares),2012-07-21,10000000.0,10000000.0,Dormant,11,"128, Gujarat",RoC-Ahmedabad,Gujarat
UBG00053JO250551,GUJ-Foods-53 Pvt Ltd,Private,2022-01-21,2000000.0,2000000.0,Active,96,"110, Gujarat",RoC-Ahmedabad,Gujarat
UBG00054JO800674,GUJ-Tech-54 Pvt Ltd,Public,2024-06-08,2000000.0,1600000.0,Active,86,"135, Gujarat",RoC-Ahmedabad,Gujarat
UBG00055JO592972,GUJ-Tech-55 Pvt Ltd,Public,2007-09-18,2000000.0,2000000.0,Active,64,"163, Gujarat",RoC-Ahmedabad,Gujarat
UBG00056JO352838,GUJ-Info-56 Pvt Ltd,Private (Ltd by shares),2016-05-24,100000.0,80000.0,Active,63,"169, Gujarat",RoC-Ahmedabad,Gujarat
UBG00057JO469412,GUJ-Fin-57 Pvt Ltd,Private (Ltd by shares),2008-10-24,10000000.0,8000000.0,Active,10,"87, Gujarat",RoC-Ahmedabad,Gujarat
UBG00058JO166165,GUJ-Info-58 Pvt Ltd,Public,2010-11-15,5000000.0,4000000.0,Active,46,"199, Gujarat",RoC-Ahmedabad,Gujarat
UBG00059JO425138,GUJ-Fin-59 Pvt Ltd,Private (Ltd by shares),2006-05-07,100000.0,50000.0,Active,63,"102, Gujarat",RoC-Ahmedabad,Gujarat
UBG00061JO879414,GUJ-Retail-61 Pvt Ltd,Public,2025-06-09,100000.0,80000.0,Amalgamated,64,"99, Gujarat",RoC-Ahmedabad,Gujarat
UBG00062JO862400,GUJ-Retail-62 Pvt Ltd,Public,2010-08-23,1000000.0,800000.0,Active,11,"21, Gujarat",RoC-Ahmedabad,Gujarat
UBG00063JO443848,GUJ-Info-63 Pvt Ltd,Public,2024-03-18,500000.0,400000.0,Active,11,"76, Gujarat",RoC-Ahmedabad,Gujarat
UBG00064JO568849,GUJ-Tech-64 Pvt Ltd,Public,2019-10-23,1000000.0,500000.0,Dormant,63,"187, Gujarat",RoC-Ahmedabad,Gujarat
UBG00065JO768480,GUJ-Retail-65 Pvt Ltd,Private (Ltd by shares),2024-07-09,5000000.0,2500000.0,Active,86,"94, Gujarat",RoC-Ahmedabad,Gujarat
UBG00066JO232361,GUJ-Tech-66 Pvt Ltd,Private (Ltd by shares),2010-01-05,10000000.0,10000000.0,Dormant,10,"61, Gujarat",RoC-Ahmedabad,Gujarat
UBG00067JO571778,GUJ-Foods-67 Pvt Ltd,Public,2016-06-13,2000000.0,1000000.0,Active,86,"96, Gujarat",RoC-Ahmedabad,Gujarat
UBG00069JO223481,GUJ-Foods-69 Pvt Ltd,Public,2005-12-06,1000000.0,1000000.0,Amalgamated,71,"199, Gujarat",RoC-Ahmedabad,Gujarat
UBG00070JO228594,GUJ-Agro-70 Pvt Ltd,Public,2019-04-20,500000.0,500000.0,Dormant,47,"19, Gujarat",RoC-Ahmedabad,Gujarat
UBG00071JO464301,GUJ-Info-71 Pvt Ltd,Private (Ltd by shares),2010-12-15,150000.0,100000.0,Strike Off,86,"17, Gujarat",RoC-Ahmedabad,Gujarat
UBG00072JO633469,GUJ-Agro-72 Pvt Ltd,Private,2022-05-10,10000000.0,5000000.0,Strike Off,63,"32, Gujarat",RoC-Ahmedabad,Gujarat
UBG00073JO700076,GUJ-Foods-73 Pvt Ltd,Private (Ltd by shares),2009-04-26,1000000.0,500000.0,Strike Off,71,"120, Gujarat",RoC-Ahmedabad,Gujarat
UBG00074JO853789,GUJ-Retail-74 Pvt Ltd,Public,2009-10-03,100000.0,80000.0,Amalgamated,96,"135, Gujarat",RoC-Ahmedabad,Gujarat
UBG00075JO588461,GUJ-Info-75 Pvt Ltd,Public,2018-10-03,200000.0,160000.0,Active,70,"133, Gujarat",RoC-Ahmedabad,Gujarat
UBG00076JO627290,GUJ-Consult-76 Pvt Ltd,Private,2009-09-21,2000000.0,1000000.0,Active,64,"15, Gujarat",RoC-Ahmedabad,Gujarat
UBG00077JO336422,GUJ-Foods-77 Pvt Ltd,Public,2021-03-10,240000.0,100000.0,Strike Off,96,"133, Gujarat",RoC-Ahmedabad,Gujarat
UBG00078JO755383,GUJ-Foods-78 Pvt Ltd,Private (Ltd by shares),2007-05-07,5000000.0,5000000.0,Active,46,"158, Gujarat",RoC-Ahmedabad,Gujarat
UBG00079JO790731,GUJ-Fin-79 Pvt Ltd,Private (Ltd by shares),2007-09-21,200000.0,200000.0,Active,46,"185, Gujarat",RoC-Ahmedabad,Gujarat
UBG00080JO772612,GUJ-Consult-80 Pvt Ltd,Public,2015-10-02,10000000.0,5000000.0,Active,10,"148, Gujarat",RoC-Ahmedabad,Gujarat
UBG00081JO757629,GUJ-Fin-81 Pvt Ltd,Private (Ltd by shares),2025-04-25,2000000.0,1600000.0,Active,70,"75, Gujarat",RoC-Ahmedabad,Gujarat
UBG00082JO575575,GUJ-Tech-82 Pvt Ltd,Private,2014-08-08,10000000.0,10000000.0,Active,62,"177, Gujarat",RoC-Ahmedabad,Gujarat
UBG00083JO736129,GUJ-Agro-83 Pvt Ltd,Private (Ltd by shares),2010-08-14,1000000.0,800000.0,Active,63,"81, Gujarat",RoC-Ahmedabad,Gujarat
UBG00084JO639995,GUJ-Fin-84 Pvt Ltd,Public,2015-12-28,500000.0,400000.0,Active,63,"28, Gujarat",RoC-Ahmedabad,Gujarat
UBG00085JO201514,GUJ-Tech-85 Pvt Ltd,Public,2012-08-04,400000.0,400000.0,Active,46,"75, Gujarat",RoC-Ahmedabad,Gujarat
UBG00086JO856157,GUJ-Foods-86 Pvt Ltd,Private,2024-07-08,10000000.0,5000000.0,Strike Off,72,"49, Gujarat",RoC-Ahmedabad,Gujarat
UBG00087JO194423,GUJ-Retail-87 Pvt Ltd,Public,2020-09-15,1500000.0,800000.0,Dormant,10,"130, Gujarat",RoC-Ahmedabad,Gujarat
UBG00088JO618934,GUJ-Fin-88 Pvt Ltd,Private (Ltd by shares),2012-04-19,500000.0,250000.0,Active,62,"168, Gujarat",RoC-Ahmedabad,Gujarat
UBG00089JO377319,GUJ-Info-89 Pvt Ltd,Public,2020-05-18,100000.0,50000.0,Amalgamated,46,"94, Gujarat",RoC-Ahmedabad,Gujarat
UBG00090JO680096,GUJ-Foods-90 Pvt Ltd,Public,2016-01-13,80000.0,100000.0,Active,63,"19, Gujarat",RoC-Ahmedabad,Gujarat
UBG00091JO201377,GUJ-Retail-91 Pvt Ltd,Public,2021-08-25,3000000.0,1600000.0,Active,46,"96, Gujarat",RoC-Ahmedabad,Gujarat
UBG00092JO142210,GUJ-Tech-92 Pvt Ltd,Private,2022-06-25,200000.0,100000.0,Amalgamated,71,"10, Gujarat",RoC-Ahmedabad,Gujarat
UBG00093JO742848,GUJ-Foods-93 Pvt Ltd,Public,2015-08-17,1000000.0,500000.0,Active,63,"42, Gujarat",RoC-Ahmedabad,Gujarat
UBG00094JO968524,GUJ-Fin-94 Pvt Ltd,Public,2024-12-27,500000.0,500000.0,Strike Off,71,"137, Gujarat",RoC-Ahmedabad,Gujarat
UBG00095JO806537,GUJ-Tech-95 Pvt Ltd,Private (Ltd by shares),2023-05-16,10000000.0,5000000.0,Strike Off,63,"107, Gujarat",RoC-Ahmedabad,Gujarat
UBG00096JO597643,GUJ-Foods-96 Pvt Ltd,Private (Ltd by shares),2014-12-28,5000000.0,5000000.0,Active,72,"168, Gujarat",RoC-Ahmedabad,Gujarat
UBG00097JO649697,GUJ-Info-97 Pvt Ltd,Private (Ltd by shares),2023-04-24,100000.0,100000.0,Dormant,46,"185, Gujarat",RoC-Ahmedabad,Gujarat
UBG00099JO626195,GUJ-Consult-99 Pvt Ltd,Public,2019-06-14,200000.0,160000.0,Active,64,"157, Gujarat",RoC-Ahmedabad,Gujarat
UBG00101JO909489,GUJ-Consult-101 Pvt Ltd,Private (Ltd by shares),2010-08-18,500000.0,500000.0,Strike Off,86,"185, Gujarat",RoC-Ahmedabad,Gujarat
UBG00102JO392559,GUJ-Fin-102 Pvt Ltd,Private,2025-12-09,2000000.0,1600000.0,Active,47,"77, Gujarat",RoC-Ahmedabad,Gujarat
UBG00103JO603110,GUJ-Foods-103 Pvt Ltd,Private (Ltd by shares),2014-05-23,200000.0,200000.0,Active,63,"144, Gujarat",RoC-Ahmedabad,Gujarat
UBG00104JO958130,GUJ-Foods-104 Pvt Ltd,Private,2013-05-04,2000000.0,2000000.0,Amalgamated,64,"198, Gujarat",RoC-Ahmedabad,Gujarat
UBG00105JO787836,GUJ-Foods-105 Pvt Ltd,Public,2014-01-10,5000000.0,2500000.0,Strike Off,70,"192, Gujarat",RoC-Ahmedabad,Gujarat
UBG00106JO214532,GUJ-Fin-106 Pvt Ltd,Private (Ltd by shares),2011-04-27,2000000.0,1600000.0,Active,46,"190, Gujarat",RoC-Ahmedabad,Gujarat
UBG00107JO344146,GUJ-Tech-107 Pvt Ltd,Public,2012-04-02,5000000.0,5000000.0,Active,86,"26, Gujarat",RoC-Ahmedabad,Gujarat
UBG00108JO677086,GUJ-Agro-108 Pvt Ltd,Private (Ltd by shares),2015-12-16,100000.0,100000.0,Strike Off,10,"105, Gujarat",RoC-Ahmedabad,Gujarat
UBG00109JO777273,GUJ-Tech-109 Pvt Ltd,Private,2020-08-21,200000.0,160000.0,Strike Off,62,"197, Gujarat",RoC-Ahmedabad,Gujarat
UBG00110JO538184,GUJ-Consult-110 Pvt Ltd,Private,2025-10-08,2000000.0,2000000.0,Active,46,"46, Gujarat",RoC-Ahmedabad,Gujarat
UBG00111JO412886,GUJ-Fin-111 Pvt Ltd,Private,2017-08-06,5000000.0,4000000.0,Active,10,"155, Gujarat",RoC-Ahmedabad,Gujarat
UBG00112JO992400,GUJ-Fin-112 Pvt Ltd,Public,2015-05-15,5000000.0,5000000.0,Dormant,46,"120, Gujarat",RoC-Ahmedabad,Gujarat
UBG00113JO369761,GUJ-Info-113 Pvt Ltd,Private,2011-02-11,200000.0,200000.0,Dormant,86,"48, Gujarat",RoC-Ahmedabad,Gujarat
UBG00114JO997734,GUJ-Info-114 Pvt Ltd,Public,2015-05-19,5000000.0,2500000.0,Strike Off,72,"104, Gujarat",RoC-Ahmedabad,Gujarat
UBG00115JO247442,GUJ-Retail-115 Pvt Ltd,Private,2021-06-03,1500000.0,1000000.0,Active,46,"83, Gujarat",RoC-Ahmedabad,Gujarat
UBG00116JO416613,GUJ-Fin-116 Pvt Ltd,Private (Ltd by shares),2005-05-13,200000.0,160000.0,Amalgamated,63,"186, Gujarat",RoC-Ahmedabad,Gujarat
UBG00117JO800224,GUJ-Tech-117 Pvt Ltd,Public,2005-05-21,500000.0,500000.0,Active,10,"120, Gujarat",RoC-Ahmedabad,Gujarat
UBG00118JO223119,GUJ-Info-118 Pvt Ltd,Public,2010-07-22,2000000.0,2000000.0,Active,96,"76, Gujarat",RoC-Ahmedabad,Gujarat
UBG00119JO884056,GUJ-Fin-119 Pvt Ltd,Public,2024-04-08,200000.0,160000.0,Active,70,"96, Gujarat",RoC-Ahmedabad,Gujarat
UBG00120JO813390,GUJ-Consult-120 Pvt Ltd,Private,2022-08-25,2400000.0,2000000.0,Active,47,"153, Gujarat",RoC-Ahmedabad,Gujarat
UBG00121JO217659,GUJ-Tech-121 Pvt Ltd,Private (Ltd by shares),2021-08-17,7500000.0,4000000.0,Active,72,"141, Gujarat",RoC-Ahmedabad,Gujarat
UBG00123JO238353,GUJ-Fin-123 Pvt Ltd,Public,2023-08-03,2000000.0,1600000.0,Active,70,"107, Gujarat",RoC-Ahmedabad,Gujarat
UBG00124JO122827,GUJ-Retail-124 Pvt Ltd,Private,2023-01-18,1200000.0,1000000.0,Active,96,"66, Gujarat",RoC-Ahmedabad,Gujarat
UBG00125JO166857,GUJ-Fin-125 Pvt Ltd,Private,2011-10-03,100000.0,80000.0,Strike Off,96,"16, Gujarat",RoC-Ahmedabad,Gujarat
UBG00126JO864715,GUJ-Info-126 Pvt Ltd,Public,2020-01-10,1000000.0,500000.0,Active,86,"108, Gujarat",RoC-Ahmedabad,Gujarat
UBG00127JO793939,GUJ-Consult-127 Pvt Ltd,Private,2017-08-28,1000000.0,800000.0,Active,86,"139, Gujarat",RoC-Ahmedabad,Gujarat
UBG00128JO233533,GUJ-Info-128 Pvt Ltd,Private,2025-06-04,200000.0,200000.0,Amalgamated,71,"58, Gujarat",RoC-Ahmedabad,Gujarat
UBG00129JO497700,GUJ-Consult-129 Pvt Ltd,Private,2005-05-15,5000000.0,5000000.0,Amalgamated,71,"59, Gujarat",RoC-Ahmedabad,Gujarat
UBG00130JO948799,GUJ-Info-130 Pvt Ltd,Private (Ltd by shares),2019-06-05,500000.0,250000.0,Active,10,"108, Gujarat",RoC-Ahmedabad,Gujarat
UBG00131JO726822,GUJ-Info-131 Pvt Ltd,Private,2005-04-07,100000.0,50000.0,Active,70,"181, Gujarat",RoC-Ahmedabad,Gujarat
UBG00132JO327823,GUJ-Consult-132 Pvt Ltd,Private,2012-12-02,1000000.0,800000.0,Active,71,"199, Gujarat",RoC-Ahmedabad,Gujarat
UBG00133JO726962,GUJ-Consult-133 Pvt Ltd,Public,2009-09-10,200000.0,200000.0,Strike Off,72,"173, Gujarat",RoC-Ahmedabad,Gujarat
UBG00134JO415098,GUJ-Foods-134 Pvt Ltd,Private (Ltd by shares),2012-05-05,5000000.0,5000000.0,Active,64,"16, Gujarat",RoC-Ahmedabad,Gujarat
UBG00135JO619696,GUJ-Tech-135 Pvt Ltd,Private (Ltd by shares),2023-12-06,5000000.0,5000000.0,Amalgamated,71,"89, Gujarat",RoC-Ahmedabad,Gujarat
UBG00138JO446305,GUJ-Info-138 Pvt Ltd,Public,2022-09-05,1000000.0,500000.0,Active,47,"21, Gujarat",RoC-Ahmedabad,Gujarat
UBG00139JO495489,GUJ-Info-139 Pvt Ltd,Private (Ltd by shares),2016-02-18,5000000.0,2500000.0,Active,62,"155, Gujarat",RoC-Ahmedabad,Gujarat
UBG00140JO319036,GUJ-Consult-140 Pvt Ltd,Public,2006-02-07,10000000.0,10000000.0,Active,70,"86, Gujarat",RoC-Ahmedabad,Gujarat
UBG00141JO952283,GUJ-Foods-141 Pvt Ltd,Public,2013-01-13,1000000.0,800000.0,Active,62,"46, Gujarat",RoC-Ahmedabad,Gujarat
UBG00142JO615959,GUJ-Tech-142 Pvt Ltd,Private (Ltd by shares),2007-08-07,2000000.0,1600000.0,Active,86,"37, Gujarat",RoC-Ahmedabad,Gujarat
UBG00143JO371577,GUJ-Tech-143 Pvt Ltd,Private,2018-04-20,5000000.0,2500000.0,Dormant,96,"9, Gujarat",RoC-Ahmedabad,Gujarat
UBG00144JO256085,GUJ-Info-144 Pvt Ltd,Private,2007-10-24,500000.0,400000.0,Active,70,"164, Gujarat",RoC-Ahmedabad,Gujarat
UBG00145JO702553,GUJ-Tech-145 Pvt Ltd,Private (Ltd by shares),2006-11-13,500000.0,250000.0,Strike Off,64,"132, Gujarat",RoC-Ahmedabad,Gujarat
UBG00146JO336817,GUJ-Tech-146 Pvt Ltd,Private (Ltd by shares),2020-08-14,1000000.0,1000000.0,Active,71,"99, Gujarat",RoC-Ahmedabad,Gujarat
UBG00147JO417538,GUJ-Retail-147 Pvt Ltd,Private (Ltd by shares),2020-02-19,2000000.0,1600000.0,Strike Off,86,"15, Gujarat",RoC-Ahmedabad,Gujarat
UBG00148JO897392,GUJ-Consult-148 Pvt Ltd,Private (Ltd by shares),2025-02-12,2000000.0,1600000.0,Active,70,"75, Gujarat",RoC-Ahmedabad,Gujarat
UBG00149JO829685,GUJ-Retail-149 Pvt Ltd,Private (Ltd by shares),2011-03-18,100000.0,80000.0,Active,62,"28, Gujarat",RoC-Ahmedabad,Gujarat
UBG00150JO137432,GUJ-Agro-150 Pvt Ltd,Private (Ltd by shares),2016-08-03,5000000.0,4000000.0,Active,46,"7, Gujarat",RoC-Ahmedabad,Gujarat
UBG00151JO659876,GUJ-Consult-151 Pvt Ltd,Private,2023-04-16,1000000.0,500000.0,Active,70,"116, Gujarat",RoC-Ahmedabad,Gujarat
UBG00152JO223928,GUJ-Agro-152 Pvt Ltd,Private (Ltd by shares),2006-06-02,500000.0,500000.0,Active,64,"168, Gujarat",RoC-Ahmedabad,Gujarat
UBG00153JO707488,GUJ-Agro-153 Pvt Ltd,Private,2021-08-22,10000000.0,10000000.0,Active,96,"19, Gujarat",RoC-Ahmedabad,Gujarat
UBG00154JO835363,GUJ-Info-154 Pvt Ltd,Private,2009-08-21,100000.0,80000.0,Active,47,"34, Gujarat",RoC-Ahmedabad,Gujarat
UBG00155JO278980,GUJ-Consult-155 Pvt Ltd,Private,2010-11-02,500000.0,250000.0,Dormant,72,"152, Gujarat",RoC-Ahmedabad,Gujarat
UBG00156JO943530,GUJ-Agro-156 Pvt Ltd,Public,2008-02-16,2000000.0,2000000.0,Active,11,"110, Gujarat",RoC-Ahmedabad,Gujarat
UBG00157JO977057,GUJ-Consult-157 Pvt Ltd,Private,2017-06-04,5000000.0,5000000.0,Active,63,"55, Gujarat",RoC-Ahmedabad,Gujarat
UBG00158JO894348,GUJ-Retail-158 Pvt Ltd,Private (Ltd by shares),2023-03-11,100000.0,50000.0,Active,46,"44, Gujarat",RoC-Ahmedabad,Gujarat
UBG00159JO204823,GUJ-Consult-159 Pvt Ltd,Private (Ltd by shares),2016-09-06,1000000.0,500000.0,Active,46,"162, Gujarat",RoC-Ahmedabad,Gujarat
UBG00160JO288128,GUJ-Tech-160 Pvt Ltd,Private (Ltd by shares),2017-03-01,1000000.0,500000.0,Active,10,"181, Gujarat",RoC-Ahmedabad,Gujarat
UBG00161JO250038,GUJ-Info-161 Pvt Ltd,Private (Ltd by shares),2023-05-14,5000000.0,4000000.0,Active,47,"70, Gujarat",RoC-Ahmedabad,Gujarat
UBG00162JO288744,GUJ-Info-162 Pvt Ltd,Private (Ltd by shares),2019-07-08,200000.0,200000.0,Active,72,"128, Gujarat",RoC-Ahmedabad,Gujarat
UBG00163JO104792,GUJ-Fin-163 Pvt Ltd,Private,2007-11-27,10000000.0,8000000.0,Strike Off,64,"61, Gujarat",RoC-Ahmedabad,Gujarat
UBG00164JO907750,GUJ-Info-164 Pvt Ltd,Private,2008-09-04,2000000.0,1600000.0,Active,70,"169, Gujarat",RoC-Ahmedabad,Gujarat
UBG00165JO284888,GUJ-Agro-165 Pvt Ltd,Private,2013-01-07,100000.0,50000.0,Dormant,70,"172, Gujarat",RoC-Ahmedabad,Gujarat
